NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Gene Group Identifier	Gene Group Method
885275	pknF	serine/threonine-protein kinase PknF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885539	bacA	vitamin B12 transport ATP-binding protein BacA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885767	bfrA	bacterioferritin BfrA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885930	lipX	lipase LipX	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886016	cysK1	O-acetylserine sulfhydrylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886062	eno	enolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886091	Rv1049	transcriptional repressor	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886343	bioA	adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886408	lspA	lipoprotein signal peptidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886638	tkt	transketolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886967	atpC	ATP synthase subunit epsilon	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887189	dacB2	penicillin-binding protein DacB2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887225	rpiB	ribose-5-phosphate isomerase B	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887259	dnaE2	error-prone DNA polymerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887593	Rv3334	MerR family transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888019	hadC	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888047	PPE60	PE family protein PPE60	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888190	end	endonuclease IV	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888322	pknJ	transmembrane serine/threonine-protein kinase PknJ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888479	Rv2779c	Lrp/AsnC family transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885062	mprB	two component histidine-protein kinase/phosphatase MprB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888687	whiB2	transcriptional regulator WhiB2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885077	PE_PGRS17	PE-PGRS family protein PE_PGRS17	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886112	embC	arabinosyltransferase C	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886123	embA	arabinosyltransferase A	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886785	Rv0183	lysophospholipase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888563	Rv2887	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888657	virS	HTH-type transcriptional regulator VirS	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888723	sigC	ECF RNA polymerase sigma factor SigC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888777	dlaT	pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888956	esxO	ESAT-6 like protein EsxO	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885254	ctpV	copper-exporting ATPase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885320	whiB4	transcriptional regulator WhiB4	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885345	folB	dihydroneopterin aldolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886009	zur	zinc uptake regulation protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886044	PE13	PE family protein PE13	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886334	sigK	ECF RNA polymerase sigma factor SigK	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886418	fgd1	F420-dependent glucose-6-phosphate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887155	mpt83	cell surface lipoprotein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887439	recG	ATP-dependent DNA helicase RecG	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888838	Rv3131	NAD(P)H nitroreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885580	lsr2	iron-regulated H-NS-like protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885590	PPE32	PPE family protein PPE32	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887195	regX3	two component sensory transduction protein RegX	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887583	groES	chaperonin GroES	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888259	rpsL	30S ribosomal protein S12	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885041	dnaA	chromosomal replication initiator protein DnaA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885902	folC	folylpolyglutamate synthase FolC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887145	lpqY	trehalose ABC transporter substrate-binding lipoprotein LpqY	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887295	fadD22	p-hydroxybenzoyl--AMP ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888672	ftsE	cell division ATP-binding protein FtsE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885813	cfp21	cutinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886088	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886206	espI	ESX-1 secretion-associated protein EspI	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886298	hisC1	histidinol-phosphate aminotransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886947	rfe	decaprenyl-phosphate N-acetylglucosaminephosphotransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887434	aroK	shikimate kinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887888	relA	bifunctional (p)ppGpp synthase/hydrolase RelA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888392	aroB	3-dehydroquinate synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886750	mmpL11	transmembrane transport protein MmpL11	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888094	sigH	ECF RNA polymerase sigma factor SigH	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885067	mcr	alpha-methylacyl-CoA racemase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885383	aceAb	isocitrate lyase AceAb	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885775	ppa	inorganic pyrophosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885790	far	fatty-acid-CoA racemase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885839	cyp144	cytochrome P450 Cyp144	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885950	mce3R	transcriptional repressor Mce3R	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886036	lpqW	monoacyl phosphatidylinositol tetramannoside-binding protein LpqW	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886109	Rv3789	GtrA family protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886121	fbpD	MPT51/MPB51 antigen	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886130	fadD32	long-chain-fatty-acid--AMP ligase FadD32	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886191	PE35	PE family protein PE35	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886288	fadB2	3-hydroxybutyryl-CoA dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886667	hsp	heat shock protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886709	Rv1410c	aminoglycosides/tetracycline-transport integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886842	ptbB	phosphotyrosine protein phosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886893	glgB	1,4-alpha-glucan branching protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886951	nrp	peptide synthetase Nrp	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887059	cyp130	cytochrome P450 Cyp130	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887065	ponA1	bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887097	Rv1086	(2Z,6E)-farnesyl diphosphate synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887330	aroE	shikimate 5-dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887498	guaB2	inosine-5'-monophosphate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887502	choD	cholesterol oxidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887522	lppM	lipoprotein LppM	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887582	acg	NAD(P)H nitroreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887754	mce2R	HTH-type transcriptional regulator Mce2R	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887763	cyp124	cytochrome P450 Cyp124	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888193	Rv2613c	AP-4-A phosphorylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888485	mutT2	8-oxo-dGTP diphosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886241	trxC	thioredoxin TrxC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886865	msrA	peptide methionine sulfoxide reductase MsrA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887185	senX3	two component sensor histidine kinase SenX3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888481	Rv2969c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888727	sigF	RNA polymerase sigma factor SigF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205113	Rv3312A	pilin	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885196	rseA	anti-sigma E factor RseA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885777	espD	ESX-1 secretion-associated protein EspD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886876	htdZ	3-hydroxyl-thioester dehydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886916	alkA	bifunctional regulatory protein/DNA repair enzyme AlkA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887446	tesA	thioesterase TesA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887538	prcA	proteasome subunit alpha	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888268	kshA	3-ketosteroid-9-alpha-monooxygenase oxygenase subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888920	Rv2837c	bifunctional oligoribonuclease/PAP phosphatase NrnA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205056	kdpF	membrane protein KdpF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885040	trpE	anthranilate synthase component I	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885080	Rv1626	two-component system transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885086	engA	GTPase Der	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885125	argJ	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885203	arfC	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885207	Rv0846c	oxidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885223	ask	aspartokinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885250	cysH	phosphoadenosine phosphosulfate reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885278	argC	N-acetyl-gamma-glutamyl-phoshate reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885297	trpB	tryptophan synthase subunit beta	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885315	dppA	dipeptide ABC transporter substrate-binding lipoprotein DppA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885346	folE	GTP cyclohydrolase I	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885406	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885407	purN	phosphoribosylglycinamide formyltransferase PurN	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885414	ureA	urease subunit gamma	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885431	moaE2	molybdopterin synthase catalytic subunit 2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885445	PE19	PE family protein PE19	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885457	nadD	nicotinate-nucleotide adenylyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885479	acs	acetyl-CoAsynthetase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885486	PE17	PE family protein PE17	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885497	Rv0793	monooxygenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885515	cfp2	low molecular weight antigen MTB12	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885525	pks11	chalcone synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885533	pgi	glucose-6-phosphate isomerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885592	phoH2	phosphate starvation-inducible protein PsiH	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885603	narL	nitrate/nitrite response transcriptional regulator NarL	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885604	Rv1155	pyridoxine/pyridoxamine 5'-phosphate oxidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885632	erm(37)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885651	fum	fumarate hydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885653	pstB	phosphate ABC transporter ATP-binding protein PstB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885690	dsbF	lipoprotein DsbF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885699	Rv2424c	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885818	Rv1985c	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885823	mbtI	salicylate synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885825	echA6	enoyl-CoA hydratase EchA6	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885830	lytB2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885859	PPE27	PPE family protein PPE27	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885861	glpX	fructose 1,6-bisphosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885900	obg	GTPase Obg	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885926	Rv2372c	rRNA small subunit methyltransferase E	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885981	PE_PGRS5	PE-PGRS family protein PE_PGRS5	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885985	Rv1152	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886012	cysE	serine acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886023	dnaJ2	chaperone protein DnaJ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886030	Rv0386	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886032	purT	phosphoribosylglycinamide formyltransferase PurT	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886033	mmpL6	transmembrane transport protein MmpL6	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886038	typA	GTP-binding translation elongation factor	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886056	Rv1019	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886058	rocA	pyrroline-5-carboxylate dehydrogenase RocA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886075	Rv1205	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886090	esxL	ESAT-6 like protein EsxL	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886127	aftA	arabinofuranosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886174	sodA	superoxide dismutase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886175	ethA	monooxygenase EthA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886217	mycP1	membrane-anchored mycosin	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886232	trxB2	thioredoxin reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886238	Rv3921c	membrane protein insertase YidC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886246	sigM	ECF RNA polymerase sigma factor SigM	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886260	PE_PGRS60	PE-PGRS family-related protein PE_PGRS60	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886277	hisD	histidinol dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886281	nadC	nicotinate-nucleotide pyrophosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886301	bioB	biotin synthetase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886317	PPE11	PPE family protein PPE11	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886365	ilvA	threonine dehydratase IlvA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886376	frdA	fumarate reductase flavoprotein subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886387	Rv0426c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886392	dnaE1	DNA polymerase III subunit alpha	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886410	ansA	L-aparaginase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886412	ileS	isoleucine--tRNA ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886443	pyrE	orotate phosphoribosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886492	Rv1500	glycosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886496	Rv1496	transport system kinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886498	PPE7	PPE family protein PPE7	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886507	mutA	methylmalonyl-CoA mutase small subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886584	Rv0302	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886628	tpi	triosephosphate isomerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886645	eccB3	ESX-3 secretion system protein EccB3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886664	nirD	nitrite reductase small subunit NirD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886694	ribA2	bifunctional riboflavin biosynthesis GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886697	fabG4	3-oxoacyl-ACP reductase FabG	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886762	Rv0195	two component transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886774	ilvD	dihydroxy-acid dehydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886779	Rv0187	O-methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886787	gmk	guanylate kinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886792	Rv0180c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886818	mce1R	transcriptional regulator Mce1R	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886826	PE3	PE family protein PE3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886847	Rv0147	aldehyde dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886902	hddA	D-alpha-D-heptose-7-phosphate kinase HddA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886905	gmhA	phosphoheptose isomerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886937	atpE	ATP synthase subunit C	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886987	canA	beta-carbonic anhydrase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887013	ssb	single-strand DNA-binding protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887016	icd2	isocitrate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887029	Rv0045c	hydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887037	mtc28	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887061	Rv0024	NLP/P60 family protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887187	rpsB	30S ribosomal protein S2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887291	pks15	polyketide synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887308	lppZ	lipoprotein LppZ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887325	infA	translation initiation factor IF-1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887340	Rv2456c	MFS-type transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887386	dapE	succinyl-diaminopimelate desuccinylase DapE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887394	Rv2147c	cell division protein SepF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887412	guaA	GMP synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887467	Rv3557c	HTH-type transcriptional regulator KstR2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887472	ephD	oxidoreductase EphD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887474	Rv2041c	sugar ABC transporter substrate-binding lipoprotein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887483	ilvC	ketol-acid reductoisomerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887490	Rv2554c	Holliday junction resolvase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887535	bpoC	non-heme bromoperoxidase BpoC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887589	mrsA	phosphoglucosamine mutase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887625	iunH	nucleoside hydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887626	lipB	octanoyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
